cyear,ccode,scode,country,year,flag,fragment,democ,autoc,polity,polity2,durable,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp,prior,emonth,eday,eyear,eprec,interim,bmonth,bday,byear,bprec,post,change,d4,sf,regtrans
2101972,210,NTH,Netherlands,1972,0,,10,0,10,10,27,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6981972,698,OMA,Oman,1972,0,,0,10,-10,-10,15,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7701972,770,PAK,Pakistan,1972,0,,-88,-88,-88,4,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,96,,,,,-88,1,1,1972,2,,97,1,,97
951972,95,PAN,Panama,1972,0,,0,7,-7,-7,4,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
1501972,150,PAR,Paraguay,1972,0,,0,8,-8,-8,18,2,1,4,1,4,2,3,1,2,,,,,,,,,,,,,,,
1351972,135,PER,Peru,1972,0,,0,7,-7,-7,4,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
8401972,840,PHI,Philippines,1972,0,,0,9,-9,-9,0,2,1,4,1,4,1,3,1,1,5,11,11,1969,1,2,9,24,1972,1,-9,-14,1,,-2
2901972,290,POL,Poland,1972,0,,0,7,-7,-7,25,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
2351972,235,POR,Portugal,1972,0,,0,9,-9,-9,42,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
7311972,731,PRK,Korea North,1972,0,,0,9,-9,-9,24,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
6941972,694,QAT,Qatar,1972,0,,0,10,-10,-10,1,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7321972,732,ROK,Korea South,1972,0,,0,9,-9,-9,0,2,1,4,1,4,1,3,1,1,3,10,17,1972,1,,10,18,1972,1,-9,-12,1,,-2
3601972,360,RUM,Romania,1972,0,,0,7,-7,-7,23,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
8171972,817,RVN,Vietnam South,1972,0,,-66,-66,-66,,0,-66,-66,-66,-66,-66,-66,-66,-66,-66,,,,,,-66,,,,,,-66,,,-66
5171972,517,RWA,Rwanda,1972,0,,1,6,-5,-5,11,2,1,4,1,3,3,3,1,6,,,,,,,,,,,,,,,
5601972,560,SAF,South Africa,1972,0,,7,3,4,4,62,3,3,4,7,4,2,8,7,2,,,,,,,,,,,,,,,
921972,92,SAL,El Salvador,1972,0,,2,3,-1,-1,8,2,1,4,4,3,3,3,4,6,0,2,20,1972,1,,2,21,1972,1,-1,-1,1,,0
6701972,670,SAU,Saudi Arabia,1972,0,,0,10,-10,-10,46,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
4331972,433,SEN,Senegal,1972,0,,0,7,-7,-7,9,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
4511972,451,SIE,Sierra Leone,1972,0,,0,6,-6,-6,1,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
8301972,830,SIN,Singapore,1972,0,,2,4,-2,-2,7,2,2,4,3,4,2,7,3,2,,,,,,,,,,,,,,,
5201972,520,SOM,Somalia,1972,0,,0,7,-7,-7,3,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
2301972,230,SPN,Spain,1972,0,,0,7,-7,-7,33,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
7801972,780,SRI,Sri Lanka,1972,0,,8,0,8,8,24,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
6251972,625,SUD,Sudan,1972,0,,0,7,-7,-7,1,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
5721972,572,SWA,Swaziland,1972,0,,3,3,0,0,4,3,2,3,2,3,3,6,2,6,,,,,,,,,,,,,,,
3801972,380,SWD,Sweden,1972,0,,10,0,10,10,55,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2251972,225,SWZ,Switzerland,1972,0,,10,0,10,10,124,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6521972,652,SYR,Syria,1972,0,,0,9,-9,-9,9,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
7131972,713,TAW,Taiwan,1972,0,,0,8,-8,-8,23,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
5101972,510,TAZ,Tanzania,1972,0,,0,6,-6,-6,11,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
8001972,800,THI,Thailand,1972,0,,0,7,-7,-7,1,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4611972,461,TOG,Togo,1972,0,,0,7,-7,-7,12,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
521972,52,TRI,Trinidad and Tobago,1972,0,,8,0,8,8,10,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
6161972,616,TUN,Tunisia,1972,0,,0,9,-9,-9,13,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
6401972,640,TUR,Turkey,1972,0,,2,4,-2,-2,1,2,2,4,3,4,2,7,3,2,,,,,,,,,,,,,,,
6961972,696,UAE,UAE,1972,0,,0,8,-8,-8,1,3,1,2,3,4,1,2,3,1,,,,,,,,,,,,,,,
5001972,500,UGA,Uganda,1972,0,,0,7,-7,-7,3,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
2001972,200,UKG,United Kingdom,1972,0,,10,0,10,10,92,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
1651972,165,URU,Uruguay,1972,0,,-88,-88,-88,-3,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,,,,,,-88,,,,,,0,,,-2
21972,2,USA,United States,1972,0,,10,0,10,10,163,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3641972,364,USR,USSR,1972,0,,0,7,-7,-7,50,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1011972,101,VEN,Venezuela,1972,0,,9,0,9,9,3,3,3,4,6,5,5,8,6,10,,,,,,,,,,,,,,,
6781972,678,YAR,Yemen North,1972,0,,0,3,-3,-3,6,1,0,0,3,3,2,4,3,3,,,,,,,,,,,,,,,
6801972,680,YPR,Yemen South,1972,0,,0,6,-6,-6,5,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
3451972,345,YUG,Yugoslavia,1972,0,,0,7,-7,-7,18,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
4901972,490,ZAI,Congo Kinshasa,1972,0,,0,9,-9,-9,6,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
5511972,551,ZAM,Zambia,1972,0,,0,9,-9,-9,0,2,1,4,1,4,1,3,1,1,0,12,8,1972,1,,12,9,1972,1,-9,-9,1,,-2
5521972,552,ZIM,Zimbabwe,1972,0,,7,3,4,4,2,3,3,4,7,4,2,8,7,2,,,,,,,,,,,,,,,
7001973,700,AFG,Afghanistan,1973,0,,0,7,-7,-7,9,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3391973,339,ALB,Albania,1973,0,,0,9,-9,-9,26,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
6151973,615,ALG,Algeria,1973,0,,0,9,-9,-9,11,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1601973,160,ARG,Argentina,1973,0,,6,0,6,6,0,3,3,4,5,2,3,8,5,7,-9,3,11,1973,1,,3,12,1973,1,6,15,1,,3
9001973,900,AUL,Australia,1973,0,,10,0,10,10,72,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3051973,305,AUS,Austria,1973,0,,10,0,10,10,27,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6921973,692,BAH,Bahrain,1973,0,,0,7,-7,-7,0,3,1,2,3,4,2,2,3,2,-10,12,7,1973,1,,12,8,1973,1,-7,3,1,,1
2111973,211,BEL,Belgium,1973,0,,10,0,10,10,29,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4341973,434,BEN,Benin,1973,0,,0,7,-7,-7,1,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4391973,439,BFO,Burkina Faso,1973,0,,0,4,-4,-4,3,2,0,0,2,3,2,5,2,3,,,,,,,,,,,,,,,
7601973,760,BHU,Bhutan,1973,0,,0,10,-10,-10,66,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7711973,771,BNG,Bangladesh,1973,0,,8,0,8,8,1,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
1451973,145,BOL,Bolivia,1973,0,,0,7,-7,-7,2,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
5711973,571,BOT,Botswana,1973,0,,6,0,6,6,7,2,2,4,5,2,4,7,5,9,,,,,,,,,,,,,,,
1401973,140,BRA,Brazil,1973,0,,0,9,-9,-9,8,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
5161973,516,BUI,Burundi,1973,0,,0,7,-7,-7,7,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3551973,355,BUL,Bulgaria,1973,0,,0,7,-7,-7,26,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
8111973,811,CAM,Cambodia,1973,0,,0,5,-5,-5,1,2,0,0,1,3,2,5,1,3,,,,,,,,,,,,,,,
201973,20,CAN,Canada,1973,0,,10,0,10,10,85,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4711973,471,CAO,Cameroon,1973,0,,0,8,-8,-8,13,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
4821973,482,CEN,Central African Republic,1973,0,,0,7,-7,-7,13,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4831973,483,CHA,Chad,1973,0,,0,9,-9,-9,13,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1551973,155,CHL,Chile,1973,0,,0,7,-7,-7,0,1,0,0,1,4,1,4,1,1,6,9,11,1973,1,,9,12,1973,1,-7,-13,1,,-2
7101973,710,CHN,China,1973,0,,0,8,-8,-8,24,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
1001973,100,COL,Colombia,1973,0,,7,0,7,7,16,2,2,4,6,2,4,7,6,9,,,,,,,,,,,,,,,
4841973,484,CON,Congo Brazzaville,1973,0,,0,7,-7,-7,10,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
941973,94,COS,Costa Rica,1973,0,,10,0,10,10,54,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
401973,40,CUB,Cuba,1973,0,,0,7,-7,-7,12,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3521973,352,CYP,Cyprus,1973,0,,7,0,7,7,5,3,3,4,6,2,3,8,6,7,,,,,,,,,,,,,,,
3151973,315,CZE,Czechoslovakia,1973,0,,0,7,-7,-7,3,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
3901973,390,DEN,Denmark,1973,0,,10,0,10,10,28,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
421973,42,DOM,Dominican Rep,1973,0,,1,4,-3,-3,7,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
8161973,816,DRV,Vietnam North,1973,0,,0,7,-7,-7,19,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1301973,130,ECU,Ecuador,1973,0,,0,5,-5,-5,1,1,0,0,1,3,2,4,1,3,,,,,,,,,,,,,,,
6511973,651,EGY,Egypt,1973,0,,0,7,-7,-7,21,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
4111973,411,EQG,Equatorial Guinea,1973,0,,0,7,-7,-7,4,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
5301973,530,ETH,Ethiopia,1973,0,,0,9,-9,-9,27,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
3751973,375,FIN,Finland,1973,0,,10,0,10,10,29,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
9501973,950,FJI,Fiji,1973,0,,9,0,9,9,3,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
2201973,220,FRN,France,1973,0,,8,0,8,8,4,3,3,4,5,5,5,8,5,10,,,,,,,,,,,,,,,
4811973,481,GAB,Gabon,1973,0,,0,9,-9,-9,13,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
4201973,420,GAM,Gambia,1973,0,,8,0,8,8,8,3,3,4,5,5,5,8,5,10,,,,,,,,,,,,,,,
2651973,265,GDR,Germany East,1973,0,,0,9,-9,-9,24,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
2601973,260,GFR,Germany West,1973,0,,10,0,10,10,24,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4521973,452,GHA,Ghana,1973,0,,0,7,-7,-7,1,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3501973,350,GRC,Greece,1973,0,,0,7,-7,-7,6,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
901973,90,GUA,Guatemala,1973,0,,3,2,1,1,7,2,2,4,3,3,3,7,3,6,,,,,,,,,,,,,,,
4381973,438,GUI,Guinea,1973,0,,0,9,-9,-9,15,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1101973,110,GUY,Guyana,1973,0,,4,3,1,1,7,2,1,4,6,3,3,3,6,6,,,,,,,,,,,,,,,
411973,41,HAI,Haiti,1973,0,,0,10,-10,-10,15,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
911973,91,HON,Honduras,1973,0,,1,2,-1,-1,37,1,0,0,3,3,3,4,3,6,,,,,,,,,,,,,,,
3101973,310,HUN,Hungary,1973,0,,0,7,-7,-7,15,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
7501973,750,IND,India,1973,0,,9,0,9,9,23,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
8501973,850,INS,Indonesia,1973,0,,0,7,-7,-7,6,2,1,4,2,4,2,3,2,2,,,,,,,,,,,,,,,
2051973,205,IRE,Ireland,1973,0,,10,0,10,10,52,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6301973,630,IRN,Iran,1973,0,,0,10,-10,-10,18,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
6451973,645,IRQ,Iraq,1973,0,,0,7,-7,-7,49,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
6661973,666,ISR,Israel,1973,0,,9,0,9,9,25,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
3251973,325,ITA,Italy,1973,0,,10,0,10,10,25,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4371973,437,IVO,Ivory Coast,1973,0,,0,9,-9,-9,13,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
511973,51,JAM,Jamaica,1973,0,,10,0,10,10,14,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6631973,663,JOR,Jordan,1973,0,,0,9,-9,-9,16,3,1,2,2,4,1,2,2,1,,,,,,,,,,,,,,,
7401973,740,JPN,Japan,1973,0,,10,0,10,10,21,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
5011973,501,KEN,Kenya,1973,0,,0,7,-7,-7,4,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
6901973,690,KUW,Kuwait,1973,0,,0,8,-8,-8,10,3,1,2,3,4,1,2,3,1,,,,,,,,,,,,,,,
8121973,812,LAO,Laos,1973,0,,-88,-88,-88,-2,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,,9,14,1973,1,-88,,,,,,0,,1,-2
4501973,450,LBR,Liberia,1973,0,,0,6,-6,-6,89,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
6601973,660,LEB,Lebanon,1973,0,,5,0,5,5,3,3,3,4,4,2,3,8,4,7,,,,,,,,,,,,,,,
5701973,570,LES,Lesotho,1973,0,,0,7,-7,-7,3,2,1,4,2,4,2,3,2,2,-9,3,12,1973,1,,3,13,1973,1,-7,2,1,,0
6201973,620,LIB,Libya,1973,0,,0,7,-7,-7,22,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
2121973,212,LUX,Luxembourg,1973,,,10,0,10,10,28,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4351973,435,MAA,Mauritania,1973,0,,0,7,-7,-7,11,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
5801973,580,MAG,Madagascar,1973,0,,1,4,-3,-3,0,2,1,4,3,3,3,3,3,6,,,,,,-3,,,,,,0,,,-1
8201973,820,MAL,Malaysia,1973,0,,5,1,4,4,2,2,2,4,5,3,3,7,5,6,,,,,,,,,,,,,,,
5901973,590,MAS,Mauritius,1973,0,,9,0,9,9,5,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
5531973,553,MAW,Malawi,1973,0,,0,9,-9,-9,9,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
701973,70,MEX,Mexico,1973,0,,0,6,-6,-6,43,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
4321973,432,MLI,Mali,1973,0,,0,7,-7,-7,13,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
7121973,712,MON,Mongolia,1973,0,,0,7,-7,-7,49,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
6001973,600,MOR,Morocco,1973,0,,0,9,-9,-9,8,3,1,1,1,4,2,1,1,2,,,,,,,,,,,,,,,
7751973,775,MYA,Myanmar (Burma),1973,0,,0,7,-7,-7,10,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
7901973,790,NEP,Nepal,1973,0,,0,9,-9,-9,13,3,1,2,2,4,1,2,2,1,,,,,,,,,,,,,,,
9201973,920,NEW,New Zealand,1973,0,,10,0,10,10,96,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
931973,93,NIC,Nicaragua,1973,0,,0,8,-8,-8,37,2,1,4,1,4,2,3,1,2,,,,,,,,,,,,,,,
4751973,475,NIG,Nigeria,1973,0,,0,7,-7,-7,7,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4361973,436,NIR,Niger,1973,0,,0,7,-7,-7,13,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
3851973,385,NOR,Norway,1973,0,,10,0,10,10,28,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2101973,210,NTH,Netherlands,1973,0,,10,0,10,10,28,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6981973,698,OMA,Oman,1973,0,,0,10,-10,-10,16,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7701973,770,PAK,Pakistan,1973,0,,8,0,8,8,0,3,3,4,7,2,3,8,7,7,1,11,28,1969,1,-88,8,14,1973,1,8,7,1,,3
951973,95,PAN,Panama,1973,0,,0,7,-7,-7,5,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
1501973,150,PAR,Paraguay,1973,0,,0,8,-8,-8,19,2,1,4,1,4,2,3,1,2,,,,,,,,,,,,,,,
1351973,135,PER,Peru,1973,0,,0,7,-7,-7,5,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
8401973,840,PHI,Philippines,1973,0,,0,9,-9,-9,1,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
2901973,290,POL,Poland,1973,0,,0,7,-7,-7,26,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
2351973,235,POR,Portugal,1973,0,,0,9,-9,-9,43,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
7311973,731,PRK,Korea North,1973,0,,0,9,-9,-9,25,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
6941973,694,QAT,Qatar,1973,0,,0,10,-10,-10,2,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7321973,732,ROK,Korea South,1973,0,,0,8,-8,-8,1,2,1,4,1,4,2,3,1,2,-9,2,27,1973,1,,2,28,1973,1,-8,1,1,,0
3601973,360,RUM,Romania,1973,0,,0,7,-7,-7,24,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
8171973,817,RVN,Vietnam South,1973,0,,1,4,-3,-3,0,2,1,4,3,3,3,3,3,6,-3,6,11,1965,2,-66,3,30,1973,1,-3,0,1,,0
5171973,517,RWA,Rwanda,1973,0,,0,7,-7,-7,12,1,0,0,1,4,1,4,1,1,-5,7,5,1973,1,,7,6,1973,1,-7,-2,1,,0
5601973,560,SAF,South Africa,1973,0,,7,3,4,4,63,3,3,4,7,4,2,8,7,2,,,,,,,,,,,,,,,
921973,92,SAL,El Salvador,1973,0,,2,3,-1,-1,9,2,1,4,4,3,3,3,4,6,,,,,,,,,,,,,,,
6701973,670,SAU,Saudi Arabia,1973,0,,0,10,-10,-10,47,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
4331973,433,SEN,Senegal,1973,0,,0,7,-7,-7,10,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
4511973,451,SIE,Sierra Leone,1973,0,,0,6,-6,-6,2,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
8301973,830,SIN,Singapore,1973,0,,2,4,-2,-2,8,2,2,4,3,4,2,7,3,2,,,,,,,,,,,,,,,
5201973,520,SOM,Somalia,1973,0,,0,7,-7,-7,4,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
2301973,230,SPN,Spain,1973,0,,0,7,-7,-7,34,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
7801973,780,SRI,Sri Lanka,1973,0,,8,0,8,8,25,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
6251973,625,SUD,Sudan,1973,0,,0,7,-7,-7,2,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
5721973,572,SWA,Swaziland,1973,0,,0,10,-10,-10,0,3,1,2,1,4,1,2,1,1,0,4,12,1973,1,,4,13,1973,1,-10,-10,1,,-2
3801973,380,SWD,Sweden,1973,0,,10,0,10,10,56,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2251973,225,SWZ,Switzerland,1973,0,,10,0,10,10,125,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6521973,652,SYR,Syria,1973,0,,0,9,-9,-9,10,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
7131973,713,TAW,Taiwan,1973,0,,0,8,-8,-8,24,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
5101973,510,TAZ,Tanzania,1973,0,,0,6,-6,-6,12,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
8001973,800,THI,Thailand,1973,0,,-88,-88,-88,-2,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-7,10,14,1973,1,-88,,,,,,0,,,3
4611973,461,TOG,Togo,1973,0,,0,7,-7,-7,13,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
521973,52,TRI,Trinidad and Tobago,1973,0,,8,0,8,8,11,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
6161973,616,TUN,Tunisia,1973,0,,0,9,-9,-9,14,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
6401973,640,TUR,Turkey,1973,0,,9,0,9,9,0,3,3,4,7,2,4,8,7,9,-2,10,14,1973,1,,10,15,1973,1,9,11,1,,3
6961973,696,UAE,UAE,1973,0,,0,8,-8,-8,2,3,1,2,3,4,1,2,3,1,,,,,,,,,,,,,,,
5001973,500,UGA,Uganda,1973,0,,0,7,-7,-7,4,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
2001973,200,UKG,United Kingdom,1973,0,,10,0,10,10,93,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
1651973,165,URU,Uruguay,1973,0,,0,8,-8,-8,0,2,1,4,2,4,1,3,2,1,8,11,28,1971,2,-88,2,9,1973,1,-8,-16,1,,-2
21973,2,USA,United States,1973,0,,10,0,10,10,164,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3641973,364,USR,USSR,1973,0,,0,7,-7,-7,51,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1011973,101,VEN,Venezuela,1973,0,,9,0,9,9,4,3,3,4,6,5,5,8,6,10,,,,,,,,,,,,,,,
6781973,678,YAR,Yemen North,1973,0,,0,3,-3,-3,7,1,0,0,3,3,2,4,3,3,,,,,,,,,,,,,,,
6801973,680,YPR,Yemen South,1973,0,,0,6,-6,-6,6,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
3451973,345,YUG,Yugoslavia,1973,0,,0,7,-7,-7,19,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
4901973,490,ZAI,Congo Kinshasa,1973,0,,0,9,-9,-9,7,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
5511973,551,ZAM,Zambia,1973,0,,0,9,-9,-9,1,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
5521973,552,ZIM,Zimbabwe,1973,0,,7,3,4,4,3,3,3,4,7,4,2,8,7,2,,,,,,,,,,,,,,,
7001974,700,AFG,Afghanistan,1974,0,,0,7,-7,-7,10,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3391974,339,ALB,Albania,1974,0,,0,9,-9,-9,27,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
6151974,615,ALG,Algeria,1974,0,,0,9,-9,-9,12,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1601974,160,ARG,Argentina,1974,0,,6,0,6,6,1,3,3,4,5,2,3,8,5,7,,,,,,,,,,,,,,,
9001974,900,AUL,Australia,1974,0,,10,0,10,10,73,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3051974,305,AUS,Austria,1974,0,,10,0,10,10,28,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6921974,692,BAH,Bahrain,1974,0,,0,7,-7,-7,1,3,1,2,3,4,2,2,3,2,,,,,,,,,,,,,,,
2111974,211,BEL,Belgium,1974,0,,10,0,10,10,30,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4341974,434,BEN,Benin,1974,0,,0,7,-7,-7,2,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4391974,439,BFO,Burkina Faso,1974,0,,0,4,-4,-4,4,2,0,0,2,3,2,5,2,3,,,,,,,,,,,,,,,
7601974,760,BHU,Bhutan,1974,0,,0,10,-10,-10,67,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7711974,771,BNG,Bangladesh,1974,0,,2,4,-2,-2,0,2,2,4,3,4,2,7,3,2,8,12,16,1974,3,-2,,,,,,0,,,-2
1451974,145,BOL,Bolivia,1974,0,,0,7,-7,-7,3,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
5711974,571,BOT,Botswana,1974,0,,6,0,6,6,8,2,2,4,5,2,4,7,5,9,,,,,,,,,,,,,,,
1401974,140,BRA,Brazil,1974,0,,2,6,-4,-4,0,2,2,4,1,4,2,7,1,2,-9,1,15,1974,2,,1,16,1974,2,-4,5,1,,1
5161974,516,BUI,Burundi,1974,0,,0,7,-7,-7,8,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3551974,355,BUL,Bulgaria,1974,0,,0,7,-7,-7,27,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
8111974,811,CAM,Cambodia,1974,0,,0,5,-5,-5,2,2,0,0,1,3,2,5,1,3,,,,,,,,,,,,,,,
201974,20,CAN,Canada,1974,0,,10,0,10,10,86,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
